Species,Pop.x,Sex.x,Sub_no..x,Warmups,Test_percent_correct,1st_corr,2nd_corr,Pop.y,Sex.y,Sub_no..y,Trials,Accuracy
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,4,14,20,20,20,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,5,7,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,6,8,10,0,20,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,M,7,15,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,8,14,50,20,80,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,9,4,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,10,6,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,"Living Links, University of St. Andrews",M,11,4,100,100,100,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,"Living Links, University of St. Andrews",F,12,4,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,"Living Links, University of St. Andrews",F,13,4,20,20,20,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,"Living Links, University of St. Andrews",F,14,4,40,20,60,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,"Living Links, University of St. Andrews",F,15,4,100,100,100,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,M,1,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,M,2,3,1
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,3,7,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,4,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,5,10,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,6,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,M,7,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,8,4,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,9,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,Kyoto University,F,10,5,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,"Living Links, University of St. Andrews",F,16,4,50,20,80,"Living Links, University of St. Andrews",F,17,6,1
